"","name","usage","count","Type1","Type2","bst","hp","atk","def","spatk","spdef","spd","mult_Grass","mult_Normal","mult_Water","mult_Dragon","mult_Electric","mult_Fighting","mult_Poison","mult_Fire","mult_Bug","mult_Ice","mult_Psychic","mult_Ghost","mult_Dark","mult_Flying","mult_Rock","mult_Steel","mult_Fairy","mult_Ground","pivot","hazard_control","hazard","total"
"428","Stantler",0.01171,2987,"Normal","",465,73,95,62,85,65,85,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,"0","0","0",27120200
"429","Staraptor",0.753587142857143,190799,"Normal","Flying",485,85,120,70,50,60,100,0.5,1,1,1,2,1,1,1,0.5,2,1,0,1,1,2,1,1,0,"1","0","0",27120200
"430","Staravia",0.00232285714285714,581,"Normal","Flying",340,55,75,50,40,40,80,0.5,1,1,1,2,1,1,1,0.5,2,1,0,1,1,2,1,1,0,"1","0","0",27120200
"431","Starly",0.0151028571428571,3703,"Normal","Flying",245,40,55,30,30,30,60,0.5,1,1,1,2,1,1,1,0.5,2,1,0,1,1,2,1,1,0,"1","0","0",27120200
"432","Steenee",0.000398571428571429,109,"Grass","",290,52,40,48,40,48,62,0.5,1,0.5,1,0.5,1,2,2,2,2,1,1,1,2,1,1,1,0.5,"0","1","0",27120200
"433","Stonjourner",0.0209314285714286,5117,"Rock","",470,100,125,135,20,20,70,2,0.5,2,1,1,2,0.5,0.5,1,1,1,1,1,0.5,1,2,1,2,"0","0","1",27120200
"434","Stunky",0.00208428571428571,450,"Poison","Dark",329,63,63,47,41,41,74,0.5,1,1,1,1,1,0.5,1,1,1,0,0.5,0.5,1,1,1,1,2,"0","0","1",27120200
"435","Sudowoodo",0.0412557142857143,10787,"Rock","",410,70,100,115,30,65,30,2,0.5,2,1,1,2,0.5,0.5,1,1,1,1,1,0.5,1,2,1,2,"0","0","1",27120200
"436","Sunflora",0.0283457142857143,6975,"Grass","",425,75,75,55,105,85,30,0.5,1,0.5,1,0.5,1,2,2,2,2,1,1,1,2,1,1,1,0.5,"0","0","0",27120200
"437","Sunkern",0.00323714285714286,819,"Grass","",180,30,30,30,30,30,30,0.5,1,0.5,1,0.5,1,2,2,2,2,1,1,1,2,1,1,1,0.5,"0","0","0",27120200
"438","Surskit",0.00883142857142857,2054,"Bug","Water",269,40,30,32,50,52,65,1,1,0.5,1,2,0.5,1,1,1,0.5,1,1,1,2,2,0.5,1,0.5,"0","0","0",27120200
"439","Swablu",0.000867142857142857,217,"Normal","Flying",310,45,40,60,40,75,50,0.5,1,1,1,2,1,1,1,0.5,2,1,0,1,1,2,1,1,0,"0","1","0",27120200
"440","Swalot",0.0358471428571429,9517,"Poison","",467,100,73,83,73,83,55,0.5,1,1,1,1,0.5,0.5,1,0.5,1,2,1,1,1,1,1,0.5,2,"0","0","1",27120200
"441","Sylveon",1.00449142857143,255445,"Fairy","",525,95,65,65,110,130,60,1,1,1,0,1,0.5,2,1,0.5,1,1,1,0.5,1,1,2,1,1,"0","0","0",27120200
"442","Tadbulb",0.00055,145,"Electric","",272,61,31,41,59,35,45,1,1,1,1,0.5,1,1,1,1,1,1,1,1,0.5,1,0.5,1,2,"1","0","0",27120200
"443","Talonflame",1.38413285714286,336102,"Fire","Flying",499,78,81,71,74,69,126,0.25,1,2,1,2,0.5,1,0.5,0.25,1,1,1,1,1,4,0.5,0.5,0,"1","1","0",27120200
"444","Tandemaus",0.00315285714285714,957,"Normal","",305,50,50,45,40,45,75,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,"1","0","0",27120200
"445","Tarountula",0.0056,1455,"Bug","",210,35,41,45,29,40,20,0.5,1,1,1,1,0.5,1,2,1,1,1,1,1,2,2,1,1,0.5,"0","0","1",27120200
"446","Tatsugiri",0.438667142857143,134518,"Dragon","Water",475,68,50,60,120,95,82,1,1,0.25,2,1,1,1,0.25,1,1,1,1,1,1,1,0.5,2,1,"0","1","0",27120200
"447","Tauros",0.014095,801,"Normal","",490,75,100,95,40,70,110,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,"0","0","0",27120200
"448","Tauros-Paldea",0.047515,5376,"Fighting","",490,75,110,105,30,70,100,1,1,1,1,1,1,1,1,0.5,1,2,1,0.5,2,0.5,1,2,1,"0","0","0",27120200
"449","Tauros-Paldea-Aqua",1.009654,165146,"Fighting","Water",490,75,110,105,30,70,100,2,1,0.5,1,2,1,1,0.5,0.5,0.5,2,1,0.5,2,0.5,0.5,2,1,"0","0","0",27120200
"450","Tauros-Paldea-Blaze",0.763712,125925,"Fighting","Fire",490,75,110,105,30,70,100,0.5,1,2,1,1,1,1,0.5,0.25,0.5,2,1,0.5,2,1,0.5,1,2,"0","0","0",27120200
"451","Tauros-Paldea-Combat",0.027234,4413,"Fighting","",490,75,110,105,30,70,100,1,1,1,1,1,1,1,1,0.5,1,2,1,0.5,2,0.5,1,2,1,"0","0","0",27120200
"452","Tauros-Paldea-Fire",1.214725,149563,"Fighting","Fire",490,75,110,105,30,70,100,0.5,1,2,1,1,1,1,0.5,0.25,0.5,2,1,0.5,2,1,0.5,1,2,"0","0","0",27120200
"453","Tauros-Paldea-Water",1.080415,127186,"Fighting","Water",490,75,110,105,30,70,100,2,1,0.5,1,2,1,1,0.5,0.5,0.5,2,1,0.5,2,0.5,0.5,2,1,"0","0","0",27120200
"454","Teddiursa",0.00097,259,"Normal","",330,60,80,50,50,50,40,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,"0","0","0",27120200
"455","Thundurus",0.11722,3007,"Electric","Flying",580,79,115,70,125,80,111,0.5,1,1,1,1,0.5,1,1,0.5,2,1,1,1,0.5,2,0.5,1,0,"1","0","0",27120200
"456","Thundurus-Therian",0.59592,15287,"Flying","",580,79,100,80,110,90,121,0.5,1,1,1,2,0.5,1,1,0.5,2,1,1,1,1,2,1,1,0,"1","0","0",27120200
"457","Thwackey",0.00012,3,"Grass","",420,70,85,70,55,60,80,0.5,1,0.5,1,0.5,1,2,2,2,2,1,1,1,2,1,1,1,0.5,"1","0","0",27120200
"458","Ting-Lu",9.05816571428571,2652926,"Dark","Ground",570,155,110,125,55,80,45,2,1,2,1,0,2,0.5,1,2,2,0,0.5,0.5,1,0.5,1,2,1,"0","0","1",27120200
"459","Tinkatink",0.000648571428571429,175,"Fairy","Steel",297,50,45,45,35,64,58,0.5,0.5,1,0,1,1,0,2,0.25,0.5,0.5,1,0.5,0.5,0.5,1,0.5,2,"0","0","1",27120200
"460","Tinkaton",2.32310428571429,709943,"Fairy","Steel",506,85,75,77,70,105,94,0.5,0.5,1,0,1,1,0,2,0.25,0.5,0.5,1,0.5,0.5,0.5,1,0.5,2,"0","0","1",27120200
"461","Tinkatuff",0.00695,2050,"Fairy","Steel",380,65,55,55,45,82,78,0.5,0.5,1,0,1,1,0,2,0.25,0.5,0.5,1,0.5,0.5,0.5,1,0.5,2,"0","0","1",27120200
"462","Toedscool",0.00846428571428571,2395,"Ground","Grass",335,40,40,35,50,100,70,1,1,1,1,0,1,1,2,2,4,1,1,1,2,0.5,1,1,0.5,"0","1","1",27120200
"463","Toedscruel",1.78537571428571,484790,"Ground","Grass",515,80,70,65,80,120,100,1,1,1,1,0,1,1,2,2,4,1,1,1,2,0.5,1,1,0.5,"0","1","1",27120200
"464","Torkoal",8.96438142857143,2253774,"Fire","",470,70,85,140,85,70,20,0.5,1,2,1,1,1,1,0.5,0.5,0.5,1,1,1,1,2,0.5,0.5,2,"0","1","1",27120200
"465","Tornadus",0.03193,819,"Flying","",580,79,115,70,125,80,111,0.5,1,1,1,2,0.5,1,1,0.5,2,1,1,1,1,2,1,1,0,"1","0","0",27120200
"466","Tornadus-Therian",0.61662,15818,"Flying","",580,79,100,80,110,90,121,0.5,1,1,1,2,0.5,1,1,0.5,2,1,1,1,1,2,1,1,0,"1","0","0",27120200
"467","Toxapex",7.21464285714286,1737430,"Poison","Water",495,50,63,152,53,142,35,1,1,0.5,1,2,0.5,0.5,0.5,0.5,0.5,2,1,1,1,1,0.5,0.5,2,"0","0","1",27120200
"468","Toxel",0.000965714285714286,232,"Electric","Poison",242,40,38,35,54,35,40,0.5,1,1,1,0.5,0.5,0.5,1,0.5,1,2,1,1,0.5,1,0.5,0.5,4,"0","0","0",27120200
"469","Toxicroak",0.190042857142857,50588,"Poison","Fighting",490,83,106,65,86,65,85,0.5,1,1,1,1,0.5,0.5,1,0.25,1,4,1,0.5,2,0.5,1,1,2,"0","0","0",27120200
"470","Toxtricity",0.732577142857143,200167,"Electric","Poison",502,75,98,70,114,70,75,0.5,1,1,1,0.5,0.5,0.5,1,0.5,1,2,1,1,0.5,1,0.5,0.5,4,"1","0","1",27120200
"471","Tropius",0.128422857142857,31476,"Grass","Flying",460,99,68,83,72,87,51,0.25,1,0.5,1,1,0.5,2,2,1,4,1,1,1,2,2,1,1,0,"1","0","0",27120200
"472","Tsareena",0.36128,90686,"Grass","",510,72,120,98,50,98,72,0.5,1,0.5,1,0.5,1,2,2,2,2,1,1,1,2,1,1,1,0.5,"1","1","0",27120200
"473","Tynamo",0.000365714285714286,101,"Electric","",275,35,55,40,45,40,60,1,1,1,1,0.5,1,1,1,1,1,1,1,1,0.5,1,0.5,1,2,"0","0","0",27120200
"474","Typhlosion",2.586355,126564,"Fire","",534,78,84,78,109,85,100,0.5,1,2,1,1,1,1,0.5,0.5,0.5,1,1,1,1,2,0.5,0.5,2,"0","0","0",27120200
"475","Typhlosion-Hisui",0.6114,15684,"Fire","Rock",350,60,75,45,65,50,55,1,0.5,4,1,1,2,0.5,0.25,0.5,0.5,1,1,1,0.5,2,1,0.5,4,"0","0","1",27120200
"476","Tyranitar",2.41469714285714,692299,"Rock","Dark",600,100,134,110,95,100,61,2,0.5,2,1,1,4,0.5,0.5,2,1,0,0.5,0.5,0.5,1,2,2,2,"0","0","1",27120200
"477","Umbreon",0.563857142857143,152557,"Dark","",525,95,65,110,60,130,65,1,1,1,1,1,2,1,1,2,1,0,0.5,0.5,1,1,1,2,1,"0","0","0",27120200
"478","Ursaluna",3.52143,90334,"Ground","Normal",550,130,140,105,45,80,50,2,1,2,1,0,2,0.5,1,1,2,1,0,1,1,0.5,1,1,1,"0","0","0",27120200
"479","Ursaring",0.186054285714286,45672,"Normal","",500,90,130,75,75,75,55,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,"0","0","0",27120200
"480","Urshifu-Rapid-Strike",1.93103,49536,"Fighting","Water",550,100,130,100,63,60,97,2,1,0.5,1,2,1,1,0.5,0.5,0.5,2,1,0.5,2,0.5,0.5,2,1,"1","0","0",27120200
"481","Uxie",0.13129,3368,"Psychic","",580,75,75,130,75,130,95,1,1,1,1,1,0.5,1,1,2,1,0.5,2,2,1,1,1,1,1,"1","0","1",27120200
"482","Vaporeon",0.410321428571429,111558,"Water","",525,130,65,60,110,95,65,2,1,0.5,1,2,1,1,0.5,1,0.5,1,1,1,1,1,0.5,1,1,"1","0","0",27120200
"483","Varoom",0.00101285714285714,262,"Steel","Poison",300,45,70,63,30,45,47,0.25,0.5,1,0.5,1,1,0,2,0.25,0.5,1,1,1,0.5,0.5,0.5,0.25,4,"0","0","1",27120200
"484","Veluza",0.68746,219367,"Water","Psychic",478,90,102,73,78,65,70,2,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,2,2,1,1,0.5,1,1,"1","0","0",27120200
"485","Venomoth",0.122782857142857,33147,"Bug","Poison",450,70,65,60,90,75,90,0.25,1,1,1,1,0.25,0.5,2,0.5,1,2,1,1,2,2,1,0.5,1,"1","0","1",27120200
"486","Venonat",0.00178571428571429,396,"Bug","Poison",305,60,55,50,40,55,45,0.25,1,1,1,1,0.25,0.5,2,0.5,1,2,1,1,2,2,1,0.5,1,"0","0","1",27120200
"487","Vespiquen",0.0556042857142857,14174,"Bug","Flying",474,70,80,102,80,102,40,0.25,1,1,1,2,0.25,1,2,0.5,2,1,1,1,2,4,1,1,0,"1","0","1",27120200
"488","Vigoroth",0.0208628571428571,4780,"Normal","",440,80,80,80,55,55,90,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,"0","0","0",27120200
"489","Vivillon",0.155722857142857,42946,"Bug","Flying",411,80,52,50,90,50,89,0.25,1,1,1,2,0.25,1,2,0.5,2,1,1,1,2,4,1,1,0,"1","0","0",27120200
"490","Volcanion",0.73782,18927,"Fire","Water",600,80,110,120,130,90,70,1,1,1,1,2,1,1,0.25,0.5,0.25,1,1,1,1,2,0.25,0.5,2,"0","0","0",27120200
"491","Volcarona",10.03618,2499663,"Bug","Fire",550,85,60,65,135,105,100,0.25,1,2,1,1,0.5,1,1,0.5,0.5,1,1,1,2,4,0.5,0.5,1,"1","0","0",27120200
"492","Voltorb",0.00691428571428571,1516,"Electric","",330,40,30,50,55,55,100,1,1,1,1,0.5,1,1,1,1,1,1,1,1,0.5,1,0.5,1,2,"1","0","0",27120200
"493","Voltorb-Hisui",0.00078,20,"Fire","Rock",350,60,75,45,65,50,55,1,0.5,4,1,1,2,0.5,0.25,0.5,0.5,1,1,1,0.5,2,1,0.5,4,"0","0","1",27120200
"494","Walking Wake",13.7525375,1512785,"Water","Dragon",590,99,83,91,125,83,109,1,1,0.25,2,1,1,1,0.25,1,1,1,1,1,1,1,0.5,2,1,"1","0","0",27120200
"495","Wattrel",0.00814857142857143,1954,"Electric","Flying",280,40,40,35,55,40,70,0.5,1,1,1,1,0.5,1,1,0.5,2,1,1,1,0.5,2,0.5,1,0,"1","0","0",27120200
"496","Weavile",0.583277142857143,128920,"Dark","Ice",510,70,120,65,45,85,125,1,1,1,1,1,4,1,2,2,0.5,0,0.5,0.5,1,2,2,2,1,"0","0","0",27120200
"497","Whiscash",0.04243,11005,"Water","Ground",468,110,78,73,76,71,60,4,1,1,1,0,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,1,1,"0","0","1",27120200
"498","Wigglytuff",0.0582814285714286,15232,"Normal","Fairy",435,140,70,45,85,50,45,1,1,1,0,1,1,2,1,0.5,1,1,0,0.5,1,1,2,1,1,"0","0","1",27120200
"499","Wiglett",0.00334,800,"Water","",245,10,55,25,35,25,95,2,1,0.5,1,2,1,1,0.5,1,0.5,1,1,1,1,1,0.5,1,1,"0","0","0",27120200
"500","Wingull",0.00142714285714286,290,"Water","Flying",270,40,30,30,55,30,85,1,1,0.5,1,4,0.5,1,0.5,0.5,1,1,1,1,1,2,0.5,1,0,"1","0","0",27120200
"501","Wo-Chien",1.15450142857143,328583,"Dark","Grass",570,85,85,100,95,135,70,0.5,1,0.5,1,0.5,2,2,2,4,2,0,0.5,0.5,2,1,1,2,0.5,"0","0","0",27120200
"502","Wooper",0.00722714285714286,1693,"Water","Ground",210,55,45,45,25,25,15,4,1,1,1,0,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,1,1,"0","0","1",27120200
"503","Wooper-Paldea",0.00710571428571429,1921,"Poison","Ground",210,55,45,45,25,25,15,1,1,2,1,0,0.5,0.25,1,0.5,2,2,1,1,1,0.5,1,0.5,2,"0","0","1",27120200
"504","Wugtrio",0.12471,39853,"Water","",425,35,100,50,50,70,120,2,1,0.5,1,2,1,1,0.5,1,0.5,1,1,1,1,1,0.5,1,1,"0","0","0",27120200
"505","Wyrdeer",0.07259,1862,"Normal","Psychic",525,103,105,72,105,75,65,1,1,1,1,1,1,1,1,2,1,0.5,0,2,1,1,1,1,1,"0","0","0",27120200
"506","Yungoos",0.00137857142857143,351,"Normal","",253,48,70,30,30,30,45,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,"1","0","0",27120200
"507","Zamazenta",1.05369,27030,"Fighting","",660,92,120,115,80,115,138,1,1,1,1,1,1,1,1,0.5,1,2,1,0.5,2,0.5,1,2,1,"0","0","0",27120200
"508","Zamazenta-Crowned",1.89217,48539,"Fairy","Steel",700,92,150,115,80,115,148,0.5,0.5,1,0,1,1,0,2,0.25,0.5,0.5,1,0.5,0.5,0.5,1,0.5,2,"0","0","0",27120200
"509","Zangoose",0.153661428571429,40072,"Normal","",458,73,115,60,60,60,90,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,"0","0","0",27120200
"510","Zapdos",0.96442,24740,"Electric","Flying",580,90,90,85,125,90,100,0.5,1,1,1,1,0.5,1,1,0.5,2,1,1,1,0.5,2,0.5,1,0,"1","0","0",27120200
"511","Zapdos-Galar",0.35794,9182,"Fighting","Flying",580,90,125,90,85,90,100,0.5,1,1,1,2,0.5,1,1,0.25,2,2,1,0.5,2,1,1,2,0,"1","0","0",27120200
"512","Zarude",0.0635,1629,"Dark","Grass",600,105,120,105,70,95,105,0.5,1,0.5,1,0.5,2,2,2,4,2,0,0.5,0.5,2,1,1,2,0.5,"1","0","0",27120200
"513","Zoroark",0.378511428571429,108626,"Dark","",510,60,105,60,120,60,105,1,1,1,1,1,2,1,1,2,1,0,0.5,0.5,1,1,1,2,1,"1","0","0",27120200
"514","Zoroark-Hisui",8.25589,902362,"Fire","Rock",350,60,75,45,65,50,55,1,0.5,4,1,1,2,0.5,0.25,0.5,0.5,1,1,1,0.5,2,1,0.5,4,"0","0","1",27120200
"515","Zorua",0.00346428571428571,880,"Dark","",330,40,65,40,80,40,65,1,1,1,1,1,2,1,1,2,1,0,0.5,0.5,1,1,1,2,1,"1","0","0",27120200
"516","Zorua-Hisui",0.0092575,980,"Fire","Rock",350,60,75,45,65,50,55,1,0.5,4,1,1,2,0.5,0.25,0.5,0.5,1,1,1,0.5,2,1,0.5,4,"0","0","1",27120200
"517","Zweilous",0.00331571428571429,803,"Dark","Dragon",420,72,85,70,65,70,58,0.5,1,0.5,2,0.5,2,1,0.5,2,2,0,0.5,0.5,1,1,1,4,1,"0","0","0",27120200
